9.039696342048293332e+01 6.903579553869566610e+01 1.445476650917508437e+02 7.174474153163036760e+01 8.907070861144201501e+01 7.559652411533440386e+01 7.923667029334042411e+01 2.295126274326512146e+02 1.522653393528721324e+02 1.414577735685597588e+02 8.853456305034033846e+01 7.709208804893378897e+01 1.487098477371453100e+02 1.525334121334229280e+02 9.517994618925830252e+01 8.576918068255278627e+01 8.263696187822203854e+01 1.703108702120570399e+02 1.769562533509750608e+02 1.036171842297528940e+02 8.083099788293223753e+01 1.545792307218372628e+02 1.637783598228447488e+02 2.026630220964284206e+02 8.622067168137522231e+01 9.083434532559216734e+01 1.815699269951919916e+02 1.684766880293408065e+02 1.915027289692859256e+02 8.670038086762410501e+01 7.978692494815531688e+01 1.565827220291117783e+02 1.231582790225371440e+02 1.027424204195343833e+02 8.781499927096702152e+01 6.813281354105073717e+01 1.500361025461862425e+02 1.656971965678401375e+02 1.083860579048150328e+02 7.744481539176383933e+01 1.450555924654261162e+02 1.760532713533301035e+02 1.703673065869098480e+02 1.057758755678727312e+02 7.809383370257110357e+01 1.625085413886565391e+02 1.547908671275352219e+02 1.643145053839463401e+02
8.939521776684560450e+01 7.521557858507796368e+01 1.389040276064701800e+02 6.281368521117371984e+01 9.618169184289561713e+01 9.288016391400641680e+01 7.850299742025394778e+01 2.390362656890623043e+02 1.534787214122075341e+02 1.032362386994964538e+02 8.112728885090946562e+01 7.055957765972141260e+01 1.640605416971086754e+02 1.740779982334818783e+02 9.801587402561182216e+01 8.732118099100497943e+01 1.312851170013413196e+02 1.738522527340707029e+02 1.918977835932555820e+02 9.944089249064519720e+01 8.372336209413857944e+01 1.588119588357976681e+02 1.559054855308781953e+02 1.844199639252586280e+02 9.240045472775757673e+01 7.720496079863940508e+01 1.864234552325332857e+02 1.523217757277249405e+02 1.800602539678794471e+02 8.609368983795643260e+01 7.998445226014014509e+01 1.587273042735185129e+02 1.662756694100814059e+02 9.601238271833720717e+01 8.342707112616133713e+01 6.689121329428900253e+01 1.823459271494180314e+02 1.609988683613439093e+02 1.104600946806557147e+02 8.940932686055882073e+01 1.491331205485413989e+02 1.917425835624103456e+02 1.685472334979068592e+02 1.006824927374069318e+02 8.942343595427203695e+01 1.507133390444199392e+02 1.619865049212681072e+02 1.715242522713924131e+02
8.149412528745270379e+01 7.680990617466976289e+01 1.582617041809828606e+02 7.436903296228588545e+01 9.077790895073934507e+01 8.932467229827959443e+01 7.003754119233298070e+01 2.550641961472593096e+02 1.483430113006020861e+02 9.628045549888804544e+01 8.801252658295186393e+01 6.754023160509628099e+01 1.546779943778296627e+02 1.692950154647065233e+02 1.073137667826117223e+02 8.414663490553459724e+01 1.543958125035656508e+02 1.788186537211176415e+02 1.797921811873285662e+02 1.063261302226875955e+02 8.881674492460435033e+01 1.629741414811921913e+02 1.531965395379434653e+02 1.875662918233026915e+02 9.173732732323712469e+01 8.332830747016889461e+01 1.848855640177943371e+02 1.450979197465656796e+02 1.811184359963694703e+02 8.217136178568638627e+01 7.352248733949377879e+01 1.719898523639280654e+02 1.559901400931573789e+02 9.228758197805194641e+01 8.565630793284718436e+01 8.006910682241932875e+01 1.677289060625411423e+02 1.664308694409265854e+02 9.938445611579236072e+01 8.242532547252399411e+01 1.760814895407565928e+02 1.735136344849538546e+02 1.800320357804530147e+02 1.147351500757557403e+02 8.290503465877286260e+01 1.635243961360070841e+02 1.494153024228054676e+02 1.724836706438900933e+02
7.601979692673046429e+01 7.530023314735718998e+01 1.591364679912013571e+02 7.005165028604616850e+01 9.049572707647533321e+01 7.504626946051952530e+01 7.743070629805063732e+01 2.260700085666299799e+02 1.563569765297006313e+02 1.030669295749380439e+02 8.483798049748148173e+01 8.241121637881079209e+01 1.692667972772800908e+02 1.726247615810221134e+02 9.767725577649500224e+01 7.943419760532525231e+01 1.533940668499282935e+02 1.769421442572618162e+02 1.908819288459050370e+02 1.024602385452703714e+02 9.067914529474694518e+01 1.422196646290725539e+02 1.641028689782483241e+02 1.884410556335211311e+02 8.289092556505964637e+01 8.902838133030238055e+01 1.863246915765409142e+02 1.544240306909919695e+02 1.425300646907630266e+02 9.022765429592452335e+01 8.655928993049209907e+01 1.822753816808520355e+02 1.664026512535002098e+02 9.358561859966650331e+01 8.399143487468940350e+01 8.042183416524936490e+01 1.735982890472330382e+02 1.495846115473638065e+02 9.695769199712171371e+01 9.385369138021732738e+01 1.560042491868706236e+02 1.570483221216474874e+02 1.633974142925882234e+02 1.013597292356406143e+02 8.973383601596242443e+01 1.550307217206596988e+02 1.587131951798052967e+02 1.738663618277838623e+02
7.785397910944668354e+01 6.320873983514336913e+01 1.741767618894742782e+02 8.591027161968482062e+01 8.771623561497463584e+01 8.131070706918107760e+01 6.409761273907507473e+01 2.456675397342670237e+02 1.600817772699858494e+02 1.068904939712156477e+02 8.828059936350268799e+01 1.217896969323566054e+02 1.620429412961208868e+02 1.761238168218961277e+02 1.033914387303416476e+02 8.061936147723419310e+01 1.720039614576412532e+02 1.680251970305183704e+02 1.782966172537292664e+02 1.014443837979198406e+02 8.315899834561048465e+01 1.510519572935368160e+02 1.469462110229951293e+02 1.789033082833968251e+02 8.218547087939955986e+01 8.571274430769997821e+01 1.769844715384014364e+02 1.618454139841360870e+02 1.319341353121485554e+02 7.906736116878201415e+01 7.084175953398548131e+01 1.681945061550768230e+02 1.627625050754941469e+02 1.038006024480245202e+02 8.383623484384413871e+01 8.355405296958012684e+01 1.579936314004320081e+02 1.588542861169373168e+02 1.007671472996861297e+02 8.148001619373948756e+01 1.641028689782483241e+02 1.574857040267567641e+02 1.695489791515442164e+02 8.440059859237223350e+01 9.259798203974240494e+01 1.595597408025974175e+02 1.373238091105916965e+02 1.793689083759324774e+02
7.666881523753774275e+01 7.386110558861061293e+01 1.590941407100617653e+02 8.287681647134647278e+01 9.880598327355113497e+01 7.709208804893378897e+01 6.049979384220865342e+01 2.270717542202672803e+02 1.689140699344500831e+02 9.825572861873622799e+01 7.925077938705365455e+01 1.382409002019496995e+02 1.490766841736885908e+02 1.729210525489993415e+02 9.128583632441463180e+01 7.215390524931319760e+01 1.708893430542983651e+02 1.696336337138233716e+02 1.814288360580599999e+02 1.011339837362293963e+02 8.729296280357858961e+01 1.587414133672316723e+02 1.385795184510665479e+02 1.761802531967489074e+02 8.718009005387294508e+01 7.496161489824035584e+01 1.784800354720007363e+02 1.582193768998432404e+02 1.191371873142746551e+02 8.892961767430996645e+01 6.433746733219949476e+01 1.600817772699858494e+02 1.569636675593683037e+02 1.045766026022505741e+02 8.433005312380622343e+01 1.284068618838481370e+02 1.794394538444985301e+02 1.580782859627111918e+02 1.059875119735707614e+02 9.017121792107171530e+01 1.522794484465853202e+02 1.682509425299296026e+02 1.620288322024077559e+02 8.754692649041619745e+01 9.530692803267712065e+01 1.531824304442302775e+02 1.431367557204306991e+02 1.851959640794848099e+02
7.311332362181092037e+01 7.315565090295052642e+01 1.474823565840967774e+02 8.090154335149821918e+01 9.035463613934331306e+01 7.326852365265611411e+01 7.702154258036776469e+01 2.154035337194495412e+02 1.834182182716214413e+02 9.838271046215508875e+01 9.571609175035996486e+01 1.638912325725503649e+02 1.568225766222363120e+02 1.837709456144514490e+02 1.066788575655176459e+02 8.916947226743441490e+01 1.921940745612328101e+02 1.598560317705746456e+02 1.855910187034544947e+02 1.088516579973506850e+02 7.005165028604616850e+01 1.624379959200905148e+02 1.485405386125868858e+02 1.661204693792361695e+02 8.516248965288512807e+01 8.280627100278046271e+01 1.708046884920190962e+02 1.631857778868902358e+02 1.025448931075495693e+02 8.520481693402470569e+01 7.659826976897173267e+01 1.641451962593879443e+02 1.689987244967292952e+02 1.075395122820229261e+02 7.308510543438451634e+01 1.519126120100420962e+02 1.672491968762922454e+02 1.611117411110495539e+02 1.100791491503992034e+02 8.279216190906723227e+01 1.588119588357976681e+02 1.648506509450479314e+02 1.739227982026366419e+02 9.532103712639028004e+01 9.183609097922949616e+01 1.680393061242315582e+02 1.462407563373351422e+02 1.681380697802239581e+02
7.635841517584729843e+01 6.600234039035727562e+01 1.595597408025974175e+02 7.779754273459387548e+01 8.061936147723419310e+01 7.470765121140270537e+01 7.757179723518264325e+01 1.736688345157990341e+02 1.712985067719811241e+02 1.038711479165905303e+02 8.050648872752859120e+01 1.546215580029768546e+02 1.521524666031665163e+02 1.758557440413452753e+02 1.030528204812248418e+02 7.779754273459387548e+01 1.915027289692859256e+02 1.649776327884668490e+02 1.726106524873089256e+02 8.973383601596242443e+01 7.881339748194436368e+01 1.676583605939751465e+02 1.492459932982470150e+02 1.682932698110691945e+02 8.392088940612336501e+01 7.841834285797476412e+01 1.887796738826380079e+02 1.639476689474031446e+02 8.974794510967568328e+01 8.907070861144201501e+01 8.321543472046329271e+01 1.622686867955321190e+02 1.517150846980573249e+02 9.992060167689405148e+01 8.454168952950425364e+01 1.617889776092832790e+02 1.494435206102317863e+02 1.694925427766913515e+02 1.036171842297528940e+02 9.714111021539329727e+01 1.534928305059206366e+02 1.533799577562150773e+02 1.651610510067384325e+02 8.671448996133729281e+01 8.612190802538283663e+01 1.564698492794062474e+02 1.531965395379434653e+02 1.679123242808127827e+02
7.343783277721455249e+01 6.144510312099315996e+01 1.573587221833379317e+02 8.617834440023563047e+01 1.042097661657073644e+02 7.136379600137392742e+01 1.716512341148111886e+02 1.760532713533301035e+02 1.983033121390490692e+02 1.085835852167998752e+02 8.197383447370155807e+01 1.516868665106308356e+02 1.472283928972591411e+02 1.670093422831678822e+02 9.977951073976203133e+01 7.484874214853472552e+01 1.902046923476713687e+02 1.636231597919994556e+02 1.744730528574515347e+02 9.152569091753908026e+01 8.826649026978948598e+01 1.635102870422938395e+02 1.563569765297006313e+02 1.206186421541608524e+02 9.046750888904892918e+01 6.957194109979730001e+01 1.636231597919994556e+02 1.595597408025974175e+02 1.080474396556982128e+02 8.555754427685478447e+01 8.955041779769082666e+01 1.277155162919012668e+02 1.726388706747352728e+02 9.725398296509894180e+01 9.674605559142366928e+01 1.535492668807735015e+02 1.644838145085048779e+02 1.621417049521133720e+02 8.403376215582899533e+01 9.479900065900183392e+01 1.567238129662438553e+02 1.454506470893957442e+02 1.868890553250689095e+02 8.815361752008385565e+01 8.114139794462266764e+01 1.650058509758932246e+02 1.609847592676307499e+02 1.257966795469058496e+02
7.476408758625552764e+01 5.962503003199013563e+01 1.502900662330238504e+02 1.056771119118802744e+02 9.076379985702617148e+01 8.277805281535403026e+01 2.108039691689457413e+02 1.636090506982862678e+02 1.704660702429023047e+02 9.876365599241152893e+01 7.019274122317817444e+01 1.378458455779800715e+02 1.533517395687886733e+02 1.634538506674410598e+02 8.710954458530696343e+01 8.125427069432826954e+01 1.794253447507853139e+02 1.446182105603168679e+02 1.790020719393892250e+02 8.210081631712036199e+01 7.659826976897173267e+01 1.627342868880677429e+02 1.663462148786474302e+02 8.895783586173637048e+01 8.588205343225843080e+01 6.215055780665325358e+01 1.782825081600159649e+02 1.765047623521525679e+02 1.067494030340836275e+02 8.572685340141320864e+01 8.018197957212494487e+01 1.179943507235053488e+02 1.596161771774501972e+02 9.505296434583947018e+01 9.517994618925830252e+01 1.517150846980573249e+02 1.581488314312772161e+02 1.769985806321146242e+02 7.968816129216290278e+01 8.991725423423407904e+01 1.572740676210587196e+02 1.406676643206203607e+02 1.720886160199204369e+02 9.042518160790933734e+01 9.187841826036910220e+01 1.644697054147915196e+02 1.694361064018385150e+02 9.626634640517480079e+01
